
1,1,0,0,2
2,2,0,0,10
3,3,0,0,18
4,4,0,0,26
5,5,0,0,171
6,6,0,0,179
7,7,0,0,187
8,8,0,0,195
9,9,0,0,389
10,10,0,0,397
11,11,0,0,405
12,12,0,0,413
13,13,0,0,638
14,14,0,0,-1
15,15,0,0,648
16,16,0,0,655
17,17,0,0,867
18,18,0,0,875
19,19,0,0,883
20,20,0,0,891
21,21,0,0,1041
22,22,0,0,1050
23,23,0,0,1058
24,24,0,0,1067
25,25,0,0,1213
26,26,0,0,1221
27,27,0,0,1229
28,28,0,0,1305
29,29,0,0,1315
30,30,0,0,1323
31,31,0,0,1400
32,32,0,0,1408
33,33,0,0,-1
34,34,0,0,1483
35,35,0,0,1490
36,36,0,0,1498
37,37,0,0,1558
38,38,0,0,1565
39,39,0,0,1570
40,40,0,0,1680
41,41,0,0,1684
42,42,0,0,1691
43,43,0,0,1786
44,44,0,0,1793
45,45,0,0,1801
46,46,0,0,1899
47,47,0,0,1907
48,48,0,0,1915
49,49,0,0,1990
50,50,0,0,1998
51,51,0,0,2022
52,52,0,0,2041
53,53,0,0,2045
54,54,0,0,2053
55,55,0,0,2061
56,56,0,0,2135
57,57,0,0,2145
58,58,0,0,2155
59,59,0,0,2225
60,60,0,0,-1
61,61,0,0,2235
62,62,0,0,2341
63,63,0,0,2349
64,64,0,0,2357
65,65,0,0,2436
66,66,0,0,2444
67,67,0,0,2452
68,68,0,0,2526
69,69,0,0,2534
70,70,0,0,2542
71,71,0,0,2620
72,72,0,0,-1
73,73,0,0,2628
74,74,0,0,2707
75,75,0,0,2715
76,76,0,0,2723
77,77,0,0,2791
78,78,0,0,2799
79,79,0,0,2807
80,80,0,0,2884
81,81,0,0,2892
82,82,0,0,2899
83,83,0,0,2968
84,84,0,0,2976
85,85,0,0,2983
86,86,0,0,3041
87,87,0,0,3049
88,88,0,0,3057
89,89,0,0,3118
90,90,0,0,3126
91,91,0,0,3134
92,92,0,0,3211
93,93,0,0,3220
94,94,0,0,3229
95,95,0,0,3313
96,96,0,0,3321
97,97,0,0,3329
98,98,0,0,3405
99,99,0,0,3413
100,100,0,0,3421
101,101,0,0,3495
102,102,0,0,3503
103,103,0,0,3511
104,104,0,0,3590
105,105,0,0,3598
106,106,0,0,3606
107,107,0,0,3681
108,108,0,0,3687
109,109,0,0,3693
110,110,0,0,3771
111,111,0,0,3777
112,112,0,0,3783
113,113,0,0,3850
114,114,0,0,3858
115,115,0,0,3866
116,116,0,0,3923
117,117,0,0,-1
118,118,0,0,3932
119,119,0,0,4015
120,120,0,0,4022
121,121,0,0,4029
122,122,0,0,4104
123,123,0,0,4112
124,124,0,0,4120
125,125,0,0,4200
126,126,0,0,4208
127,127,0,0,4216
128,128,0,0,4297
129,129,0,0,4305
130,130,0,0,4313
131,131,0,0,4403
132,132,0,0,4411
133,133,0,0,4419
134,134,0,0,4496
135,135,0,0,4504
136,136,0,0,4512
137,137,0,0,4657
138,138,0,0,4665
139,139,0,0,4673
140,140,0,0,4746
141,141,0,0,4754
142,142,0,0,4762
143,143,0,0,4841
144,144,0,0,4849
145,145,0,0,4857
146,146,0,0,4896
147,147,0,0,4902
148,148,0,0,4908
149,149,0,0,4986
150,150,0,0,4994
151,151,0,0,5001
152,152,0,0,5072
153,153,0,0,5080
154,154,0,0,5088
155,155,0,0,5167
156,156,0,0,5175
157,157,0,0,5183
158,158,0,0,5262
159,159,0,0,5270
160,160,0,0,5282
161,161,0,0,5302
162,162,0,0,5306
163,163,0,0,5314
164,164,0,0,5322
165,165,0,0,5358
166,166,0,0,5366
167,167,0,0,5390
168,168,0,0,5410
169,169,0,0,5414
170,170,0,0,5421
171,171,0,0,5428
172,172,0,0,-1
173,173,0,0,5505
174,174,0,0,5511
175,175,0,0,5591
176,176,0,0,5597
177,177,0,0,5603
178,178,0,0,5678
179,179,0,0,5684
180,180,0,0,-1
181,181,0,0,5763
182,182,0,0,5767
183,183,0,0,5779
184,184,0,0,5787
185,185,0,0,5791
186,186,0,0,5799
187,187,0,0,5807
188,188,0,0,5901
189,189,0,0,5909
190,190,0,0,5918
191,191,0,0,-1
192,192,0,0,5995
193,193,0,0,6003
