
1,18815,18816,0,0
2,18817,18818,0,0
3,18819,18820,0,0
4,18821,18822,0,0
5,18823,18824,0,0
6,18825,18826,0,0
7,18827,18828,0,0
8,18829,18830,0,0
9,18831,18832,0,0
10,18833,18834,0,0
11,18835,18836,0,0
12,18837,18838,0,0
13,18839,18840,0,0
14,18841,18842,0,0
15,18843,18844,0,0
16,18845,18846,0,0
17,18847,18848,0,0
18,18849,18850,0,0
19,18851,18852,0,0
20,18853,18854,0,0
21,18855,18856,0,0
22,18857,18858,0,0
23,18859,18860,0,0
24,18861,18862,0,0
25,18863,18864,0,0
26,18865,18866,0,0
27,18867,18868,0,0
28,18869,18870,0,0
29,18871,18872,0,0
30,18873,18874,0,0
31,18875,18876,0,0
32,18877,18878,0,0
33,18879,18880,0,0
34,18881,18882,0,0
35,18883,18884,0,0
36,18885,18886,0,0
37,18887,18888,0,0
38,18889,18890,0,0
39,18891,18892,0,0
40,18893,18894,0,0
41,18895,18896,0,0
42,18897,18898,0,0
43,18899,18900,0,0
44,18901,18902,0,0
45,18903,18904,0,0
46,18905,18906,0,0
47,18907,18908,0,0
48,18909,18910,0,0
49,18911,18912,0,0
50,18913,18914,0,0
51,18915,18916,0,0
52,18917,18918,0,0
53,18919,18920,0,0
54,18921,18922,0,0
55,18923,18924,0,0
56,18925,18926,0,0
57,18927,18928,0,0
58,18929,18930,0,0
59,18931,18932,0,0
60,18933,18934,0,0
61,18935,18936,0,0
62,18937,18938,0,0
63,18939,18940,0,0
64,18941,18942,0,0
65,18943,18944,0,0
66,18945,18946,0,0
67,18947,18948,0,0
68,18949,18950,0,0
69,18951,18952,0,0
70,18953,18954,0,0
71,18955,18956,0,0
72,18957,18958,0,0
73,18959,18960,0,0
74,18961,18962,0,0
75,18963,18964,0,0
76,18965,18966,0,0
77,18967,18968,0,0
78,18969,18970,0,0
79,18971,18972,0,0
80,18973,18974,0,0
81,18975,18976,0,0
82,18977,18978,0,0
83,18979,18980,0,0
84,18981,18982,0,0
85,18983,18984,0,0
86,18985,18986,0,0
87,18987,18988,0,0
88,18989,18990,0,0
89,18991,18992,0,0
90,18993,18994,0,0
91,18995,18996,0,0
92,18997,18998,0,0
93,18999,19000,0,0
94,19001,19002,0,0
95,19003,19004,0,0
96,19005,19006,0,0
97,19007,19008,0,0
98,19009,19010,0,0
99,19011,19012,0,0
100,19013,19014,0,0
101,19015,19016,0,0
102,19017,19018,0,0
103,19019,19020,0,0
104,19021,19022,0,0
105,19023,19024,0,0
106,19025,19026,0,0
107,19027,19028,0,0
108,19029,19030,0,0
109,19031,19032,0,0
110,19033,19034,0,0
111,19035,19036,0,0
112,19037,19038,0,0
113,19039,19040,0,0
114,19041,19042,0,0
115,19043,19044,0,0
116,19045,19046,0,0
117,19047,19048,0,0
118,19049,19050,0,0
119,19051,19052,0,0
120,19053,19054,0,0
121,19055,19056,0,0
122,19057,19058,0,0
123,19059,19060,0,0
124,19061,19062,0,0
125,19063,19064,0,0
126,19065,19066,0,0
127,19067,19068,0,0
128,19069,19070,0,0
129,19071,19072,0,0
130,19073,19074,0,0
131,19075,19076,0,0
132,19077,19078,0,0
133,19079,19080,0,0
134,19081,19082,0,0
135,19083,19084,0,0
136,19085,19086,0,0
137,19087,19088,0,0
138,19089,19090,0,0
139,19091,19092,0,0
140,19093,19094,0,0
141,19095,19096,0,0
142,19097,19098,0,0
143,19099,19100,0,0
144,19101,19102,0,0
145,19103,19104,0,0
146,19105,19106,0,0
147,19107,19108,0,0
148,19109,19110,0,0
149,19111,19112,0,0
150,19113,19114,0,0
151,19115,19116,0,0
152,19117,19118,0,0
153,19119,19120,0,0
154,19121,19122,0,0
155,19123,19124,0,0
156,19125,19126,0,0
157,19127,19128,0,0
158,19129,19130,0,0
159,19131,19132,0,0
160,19133,19134,0,0
161,19135,19136,0,0
162,19137,19138,0,0
163,19139,19140,0,0
164,19141,19142,0,0
165,19143,19144,0,0
166,19145,19146,0,0
167,19147,19148,0,0
168,19149,19150,0,0
169,19151,19152,0,0
170,19153,19154,0,0
171,19155,19156,0,0
172,19157,19158,0,0
173,19159,19160,0,0
174,19161,19162,0,0
175,19163,19164,0,0
176,19165,19166,0,0
177,19167,19168,0,0
178,19169,19170,0,0
179,19171,19172,0,0
180,19173,19174,0,0
181,19175,19176,0,0
182,19177,19178,0,0
183,19179,19180,0,0
184,19181,19182,0,0
185,19183,19184,0,0
186,19185,19186,0,0
187,19187,19188,0,0
188,19189,19190,0,0
189,19191,19192,0,0
190,19193,19194,0,0
191,19195,19196,0,0
192,19197,19198,0,0
193,19199,19200,0,0
