
1,1,0,0,2
2,2,0,0,10
3,3,0,0,24
4,4,0,0,44
5,5,0,0,316
6,6,0,0,334
7,7,0,0,358
8,8,0,0,472
9,9,0,0,498
10,10,0,0,524
