
1,18729,18730,0,0
2,18731,18732,0,0
3,18733,18734,0,0
4,18735,18736,0,0
5,18737,18738,0,0
6,18739,18740,0,0
7,18741,18742,0,0
8,18743,18744,0,0
9,18745,18746,0,0
10,18747,18748,0,0
11,18749,18750,0,0
12,18751,18752,0,0
13,18753,18754,0,0
14,18755,18756,0,0
15,18757,18758,0,0
16,18759,18760,0,0
17,18761,18762,0,0
18,18763,18764,0,0
19,18765,18766,0,0
20,18767,18768,0,0
21,18769,18770,0,0
22,18771,18772,0,0
23,18773,18774,0,0
24,18775,18776,0,0
25,18777,18778,0,0
26,18779,18780,0,0
27,18781,18782,0,0
28,18783,18784,0,0
29,18785,18786,0,0
30,18787,18788,0,0
31,18789,18790,0,0
32,18791,18792,0,0
33,18793,18794,0,0
34,18795,18796,0,0
35,18797,18798,0,0
36,18799,18800,0,0
37,18801,18802,0,0
38,18803,18804,0,0
39,18805,18806,0,0
40,18807,18808,0,0
41,18809,18810,0,0
42,18811,18812,0,0
43,18813,18814,0,0
44,18815,18816,0,0
45,18817,18818,0,0
46,18819,18820,0,0
47,18821,18822,0,0
48,18823,18824,0,0
49,18825,18826,0,0
50,18827,18828,0,0
51,18829,18830,0,0
52,18831,18832,0,0
53,18833,18834,0,0
54,18835,18836,0,0
55,18837,18838,0,0
56,18839,18840,0,0
57,18841,18842,0,0
58,18843,18844,0,0
59,18845,18846,0,0
60,18847,18848,0,0
61,18849,18850,0,0
62,18851,18852,0,0
63,18853,18854,0,0
64,18855,18856,0,0
65,18857,18858,0,0
66,18859,18860,0,0
67,18861,18862,0,0
68,18863,18864,0,0
69,18865,18866,0,0
70,18867,18868,0,0
71,18869,18870,0,0
72,18871,18872,0,0
73,18873,18874,0,0
74,18875,18876,0,0
75,18877,18878,0,0
76,18879,18880,0,0
77,18881,18882,0,0
78,18883,18884,0,0
79,18885,18886,0,0
80,18887,18888,0,0
81,18889,18890,0,0
82,18891,18892,0,0
83,18893,18894,0,0
84,18895,18896,0,0
85,18897,18898,0,0
86,18899,18900,0,0
87,18901,18902,0,0
88,18903,18904,0,0
89,18905,18906,0,0
90,18907,18908,0,0
91,18909,18910,0,0
92,18911,18912,0,0
93,18913,18914,0,0
94,18915,18916,0,0
95,18917,18918,0,0
96,18919,18920,0,0
97,18921,18922,0,0
98,18923,18924,0,0
99,18925,18926,0,0
100,18927,18928,0,0
101,18929,18930,0,0
102,18931,18932,0,0
103,18933,18934,0,0
104,18935,18936,0,0
105,18937,18938,0,0
106,18939,18940,0,0
107,18941,18942,0,0
108,18943,18944,0,0
109,18945,18946,0,0
110,18947,18948,0,0
111,18949,18950,0,0
112,18951,18952,0,0
113,18953,18954,0,0
114,18955,18956,0,0
115,18957,18958,0,0
116,18959,18960,0,0
117,18961,18962,0,0
118,18963,18964,0,0
119,18965,18966,0,0
120,18967,18968,0,0
121,18969,18970,0,0
122,18971,18972,0,0
123,18973,18974,0,0
124,18975,18976,0,0
125,18977,18978,0,0
126,18979,18980,0,0
127,18981,18982,0,0
128,18983,18984,0,0
129,18985,18986,0,0
130,18987,18988,0,0
131,18989,18990,0,0
132,18991,18992,0,0
133,18993,18994,0,0
134,18995,18996,0,0
135,18997,18998,0,0
136,18999,19000,0,0
137,19001,19002,0,0
138,19003,19004,0,0
139,19005,19006,0,0
140,19007,19008,0,0
141,19009,19010,0,0
142,19011,19012,0,0
143,19013,19014,0,0
144,19015,19016,0,0
145,19017,19018,0,0
146,19019,19020,0,0
147,19021,19022,0,0
148,19023,19024,0,0
149,19025,19026,0,0
150,19027,19028,0,0
151,19029,19030,0,0
152,19031,19032,0,0
153,19033,19034,0,0
154,19035,19036,0,0
155,19037,19038,0,0
156,19039,19040,0,0
157,19041,19042,0,0
158,19043,19044,0,0
159,19045,19046,0,0
160,19047,19048,0,0
161,19049,19050,0,0
162,19051,19052,0,0
163,19053,19054,0,0
164,19055,19056,0,0
165,19057,19058,0,0
166,19059,19060,0,0
167,19061,19062,0,0
168,19063,19064,0,0
169,19065,19066,0,0
170,19067,19068,0,0
171,19069,19070,0,0
172,19071,19072,0,0
173,19073,19074,0,0
174,19075,19076,0,0
175,19077,19078,0,0
176,19079,19080,0,0
177,19081,19082,0,0
178,19083,19084,0,0
179,19085,19086,0,0
180,19087,19088,0,0
181,19089,19090,0,0
182,19091,19092,0,0
183,19093,19094,0,0
184,19095,19096,0,0
185,19097,19098,0,0
186,19099,19100,0,0
187,19101,19102,0,0
188,19103,19104,0,0
189,19105,19106,0,0
