
1,7569,270.1181787312396,90
2,7570,270.1181787312396,90
3,7571,270.1181787312396,90
4,7572,132.2384919047518,90
5,7573,132.2384919047518,90
6,7574,132.2384919047518,90
7,7575,134.61843061486596,90
8,7576,134.61843061486596,90
9,7577,134.61843061486596,90
10,7578,316.7455775175169,90
11,7579,316.7455775175169,90
12,7580,316.7455775175169,90
13,7581,42.315002222900716,90
14,7582,42.315002222900716,90
15,7583,42.315002222900716,90
16,7584,220.12091918214733,90
17,7585,220.12091918214733,90
18,7586,220.12091918214733,90
19,7587,43.015562808523185,90
20,7588,43.015562808523185,90
21,7589,43.015562808523185,90
