
1,1,0,1,597
2,2,0,3,597
3,3,0,2,597
4,4,0,1,383
5,5,0,3,383
6,6,0,2,383
7,7,0,1,331
8,8,0,3,331
9,9,0,2,331
10,10,0,1,545
11,11,0,3,545
12,12,0,2,545
13,13,0,1,571
14,14,0,3,571
15,15,0,2,571
16,16,0,1,785
17,17,0,3,785
18,18,0,2,785
19,19,0,1,623
20,20,0,3,623
21,21,0,2,623
22,22,0,1,305
23,23,0,3,305
24,24,0,2,305
