
1,1,0,0,573
2,2,0,0,599
3,3,0,0,625
4,4,4,0,719
5,5,7,0,745
6,6,1,0,771
7,7,0,0,865
8,8,0,0,891
9,9,0,0,920
10,10,0,0,1005
11,11,0,0,1031
12,12,0,0,1057
