
1,1,0,0,11
2,2,0,0,39
3,3,0,0,67
4,4,0,0,95
5,5,0,0,235
6,6,0,0,263
7,7,0,0,291
8,8,0,0,319
9,9,0,0,459
10,10,0,0,487
11,11,0,0,515
12,12,0,0,543
13,13,0,0,683
14,14,0,0,711
15,15,0,0,739
16,16,0,0,767
17,17,0,0,907
18,18,0,0,935
19,19,0,0,963
20,20,0,0,991
